,kappa,theta,sigma,rho,v0,error
2024-10-21,3.050692525840076,0.29061157407287364,2.999309653327881,-0.8363569512488381,0.016634946314496853,0.0030402962234913487
2024-10-22,10.0,0.03310903184292101,2.5060063608674055,-0.8639502006225473,0.07989995116726253,0.00663918438940999
2024-10-23,6.860578560877826,0.05037039919914319,1.297580531736477,-0.7826667364993836,0.01947460024613878,0.0012251892739048218
2024-10-24,10.0,0.046727671804589734,2.2468361474931466,-0.8544975180660482,0.050184046972104254,0.003453548445346026
2024-10-25,5.0353834584474395,0.09235370567858585,1.483538574608676,-0.8261945878479909,0.015562032372193788,0.0014734004972603236
2024-10-29,10.0,0.08839306625330834,3.67536806269263,-0.8792603918681258,0.0684493109806453,0.005320792722114488
2024-10-30,10.0,0.049053264983247,2.0469812732097994,-0.8169505211258641,0.038012410561291066,0.002253340163375903
2024-10-31,4.652396262608636,0.23327900805090257,1.1772655492352841,-0.7510591172846822,0.001,0.00016993792891944326
2024-11-01,10.0,0.0847973649699643,2.5548578843747136,-0.8691814867759332,0.0411555369207709,0.0030278435314572837
2024-11-04,10.0,0.05517411042906243,1.9637363933388825,-0.8536468419640556,0.04869122958236075,0.0029785365434041077
2024-11-05,10.0,0.010000000000000005,4.0327125266943415,-0.9068841017765161,0.20974693463226324,0.006636365589374751
2024-11-06,10.0,0.01,2.6633213295352633,-0.8331675146787662,0.0875733878133149,0.0083770658333686
2024-11-07,10.0,0.010000000000000162,2.564639096628854,-0.851098060219014,0.08758502220747406,0.014428817240535874
2024-11-08,10.0,0.030091896597115562,3.698174219477685,-0.8473962782604,0.08260870250784702,0.007244408096755986
2024-11-11,2.4775282322827157,0.23480027181807464,2.094643089352188,-0.8118987133776231,0.005146732726347201,0.007873497597933703
2024-11-13,10.0,0.08902857181236284,3.784809753757909,-0.830594261905644,0.011446468898824407,0.005829333961884283
2024-11-14,4.281784197482894,0.04356846042164938,0.8150254291673285,-0.6433970622400612,0.004376743203549141,0.0006589701709314331
2024-11-15,2.7770248959845443,0.3646666399782167,3.7282595376232344,-0.7176150727449917,0.0022083986216844542,0.0012040590233098614
2024-11-18,10.0,0.09008192374554785,3.9855471224390846,-0.883157017573183,0.05097256155357963,0.0069382536026094165
2024-11-19,10.0,0.01,3.5377868417396225,-0.8963011401133608,0.1505874866317752,0.015311562982034678
2024-11-20,9.999999999999996,0.012800152329480789,1.783561237217048,-0.8121421873214548,0.05663516921944912,0.008597755900330597
2024-11-21,10.0,0.1360236013543613,3.788065991032094,-0.8962065827415405,0.03185715759738521,0.01372851298466672
2024-11-22,9.284705660500787,0.1544955013844026,5.0,-0.8835133406974175,0.0010000000000000035,0.007178639042933106
2024-11-25,9.999999999999984,0.03516415968572757,2.2691888930427178,-0.780961655211893,0.023449044950116404,0.006306948221817886
2024-11-26,9.999999999999998,0.010000000000000045,2.6016771284866294,-0.857462193396357,0.06718167207869383,0.009704436368441361
2024-11-27,10.0,0.022867375084399868,1.3758814308321887,-0.7563196565612028,0.011604261994691457,0.004595624617375898
2024-11-29,0.10000000000000002,0.010000000000000004,5.0,-0.9427399534530705,0.10546747058734485,0.007665839676917794
2024-12-02,8.42218565595982,0.07744565784320835,2.594910032885851,-0.8502356758990472,0.001,0.012734436093010268
2024-12-03,2.565748414376084,0.18225524952344918,5.0,-0.8393925454925817,0.03516064037199531,0.0016072364519226963
2024-12-04,10.0,0.010000000000000002,2.1582536682179843,-0.848716920811788,0.04772591671552697,0.017997599355045045
2024-12-05,3.648787264257111,0.13611910883232506,5.0,-0.8893025860939247,0.04215842234217869,0.001968791842030565
2024-12-06,10.0,0.018991784026426567,1.7675885857032048,-0.8126523259318302,0.02537016091772423,0.014769057119724382
2024-12-09,2.6423265174611656,0.4777366044883267,4.699384082719913,-0.8192331102207479,0.0014052004640280461,0.001965764413712797
2024-12-10,3.6155824594220762,0.06162332693489084,1.1514287890258263,-0.7257962674187953,0.0038690451376144365,0.0017695464275574993
2024-12-11,10.0,0.018156417866118928,2.031455427935482,-0.8285136999832363,0.03894454665476083,0.008467651942058528
2024-12-12,3.416643542921979,0.07241684500439605,1.082135175283535,-0.7293523549622233,0.001,0.005442994567999683
2024-12-13,3.0632626878419376,0.10132242517809151,2.279958687155762,-0.6680769234860012,0.0025902752179522083,0.0006153330254269191
2024-12-16,10.0,0.031243833197205282,2.0933681164020537,-0.8292276248808766,0.029056389962773765,0.009594649661101498
2024-12-17,10.0,0.035258692848792475,2.5065998190540606,-0.8038706286068059,0.03095274231234305,0.004154647677018492
2024-12-18,1.9829333898896933,0.010000000000000002,0.5324422723221776,-0.4665521655280156,0.0010000000000000009,0.2586492980473059
2024-12-19,3.517097469113842,0.1262246298523435,1.1818323009202256,-0.7867678915068774,0.001,0.00018940318844331923
2024-12-20,7.566843460719731,0.01,5.0,-0.9381077397832192,0.22496147346879625,0.004298819773672325
2024-12-23,10.0,0.1289259860535328,4.816735263351446,-0.9176595118036796,0.05092745104423624,0.005713964358316409
2024-12-24,2.9975330196662595,0.34754866793747013,3.7072319997453103,-0.9245043880765924,0.0016904686331051123,4.928486960434324e-11
2024-12-26,10.0,0.06173118478124191,2.586044247861769,-0.8340835139483403,0.0059268829339941195,0.002865548995699598
2024-12-27,4.148770666411369,0.07034995893692433,1.0327952721203282,-0.7748810376504005,0.0010753664991640457,0.0003417921622887123
2024-12-30,3.956955012262517,0.15100841686355748,1.7727027881734905,-0.8392859311280438,0.0039467734126586,0.0023006828285690884
2024-12-31,3.8863398298249643,0.02790048775366489,0.5291568990000654,-0.729027290404923,0.010504213080955355,2.1268054207320568e-05
2025-01-02,3.6028299974677926,0.05760024690377681,0.5386734894308559,-0.6640761581346113,0.0031616459291010533,0.0008701247998712108
2025-01-03,10.0,0.05026014598424463,3.198537095458911,-0.8880580504917547,0.06934609731769353,0.0048802410546456045
2025-01-06,3.699421783285686,0.1525761564268027,1.7863150351344517,-0.8156338492077776,0.001,0.0020298644130534497
2025-01-07,3.0293233321818183,0.03453167114562553,0.016651634097140645,0.32437497015512967,0.001,0.02309520471534222
2025-01-08,3.776583894081622,0.17008076473192102,2.1661273527102907,-0.8289940818814092,0.005350400732215579,0.0020545831310343006
2025-01-10,3.016251494713153,0.04165414905319352,0.31376376369475395,-0.6053235471038215,0.007299571454536677,0.0030733251064722997
2025-01-13,10.0,0.07249135645413281,3.1090048370023404,-0.8964280038726679,0.09060493506373614,0.009341926119042207
2025-01-14,5.364329338114953,0.09454609013852627,1.3061827837394748,-0.7704748434785083,0.0015242763816964602,0.0011959774939839516
2025-01-15,10.0,0.047185789719628515,2.860327670287873,-0.830677352673863,0.04667622635295241,0.0031294228937853996
2025-01-16,3.3009465962020106,0.08406907355464187,0.8190611731505237,-0.6939078089067005,0.001,7.488325768529516e-05
2025-01-17,6.836051375780685,0.06403778732225845,2.0110272016989144,-0.7771576624528788,0.0173973808798948,0.00256428159666839
2025-01-21,2.5961333103925677,0.5341116189856612,3.25618135069182,-0.8900858965735771,0.007124336905808915,0.013009476788569898
2025-01-22,4.132823375479837,0.0943088654709961,1.6881299306971003,-0.7718537899435747,0.0063102216364384015,0.004391685503499309
2025-01-23,10.0,0.03063382628736672,2.7029423395900873,-0.8544278961427962,0.05685437364612733,0.008035371682077653
2025-01-24,5.473978382582718,0.04688654652552685,0.9220004462306657,-0.6639706728192823,0.0014918248553451765,0.0010688680016510575
2025-01-27,10.0,0.07206715522646079,4.668332235902752,-0.8954599442504272,0.10655255586755459,0.004920622406792898
2025-01-28,10.0,0.03507002989437048,3.039637731051391,-0.856576647981503,0.07003319455506123,0.00391154191605061
2025-01-30,2.101470474469651,0.24754631192601817,1.9381072497416252,-0.8367144834437344,0.00575879419809182,0.00398743739179353
2025-01-31,6.480083859057752,0.010000000000000002,0.09147478162851652,-0.9899999999999999,0.006956708937141009,0.0037545309638559047
2025-02-03,10.0,0.08270876657790019,4.304342248796504,-0.8928481790286323,0.09995264976399172,0.004243236151358061
2025-02-04,2.754807165469475,0.1476299078059893,3.652240098519603,-0.7998412506456006,0.05476755978812988,0.000844479524184166
2025-02-05,10.0,0.03296147054182074,2.919747229552425,-0.8692911628291554,0.06829391723837594,0.003658871402594949
2025-02-06,1.450451344560898,0.2272693353692446,1.2077913007832866,-0.8051689709694981,0.0022198317912545365,0.001810714243448146
2025-02-07,5.129074288352916,0.01,0.10442229674654736,-0.99,0.006160065742432156,0.005927919640585081
2025-02-10,10.0,0.059499287941163596,2.266643594399768,-0.8530377518612704,0.013990675341608878,0.003206451736536006
2025-02-11,10.0,0.03885483298611756,2.832674968048818,-0.8702595526903774,0.0527367534890214,0.003592787952835067
2025-02-12,10.0,0.04970886749231048,3.7314777488388113,-0.8979860934786189,0.0810841501186866,0.00413313885858641
2025-02-13,10.0,0.038585799531988374,3.7204349275075033,-0.9038329954789255,0.08983560592981647,0.006692094446498322
2025-02-14,2.0262638823878083,0.17558576613137802,1.4224519677260345,-0.8286668927619127,0.0026226913782590824,0.003547346558367034
2025-02-18,0.8362031248617549,0.45369926186299603,1.5382847306961347,-0.8312140042236512,0.001,0.003138098052034793
2025-02-19,10.0,0.06921803932304742,3.03258166406899,-0.8559502772080201,0.01378076537721389,0.005963398603001291
2025-02-20,4.87414959792006,0.05875169541401339,1.239624354975521,-0.7757929253946567,0.0036388943081383162,0.001102019258205183
2025-02-21,0.8320026801487239,0.17837719371275715,4.626376110196335,0.99,0.00975698489966726,0.11671292205851042
2025-02-24,4.240813170847798,0.01,0.47831599706401184,-0.7410656722283602,0.014806130824612433,0.0004182274500368134
2025-02-25,7.847222579299495,0.0542761672974604,1.1997447564325343,-0.7904869302991722,0.001,5.9838072616936903e-05
2025-02-26,2.986434249235976,0.45202911056493494,2.142315427788815,-0.8621544729615114,0.0030512163285616547,0.0023160729927721208
2025-02-27,3.4514924310138606,0.01,0.052120709553754606,0.9899999999999999,0.005346617233251692,0.11049624844719447
2025-02-28,10.0,0.09685964800444513,5.0,-0.948510274482624,0.17461343529150603,0.014196239595281553
2025-03-03,0.5461247329216692,0.04918499052792334,0.03125472555854633,0.9899999999999999,0.005319003326469933,0.0890852808399107
2025-03-04,4.624551814435991,0.1474912461952632,1.216012231208026,-0.8566502007931425,0.0015160161260339606,0.00019213005482347613
2025-03-05,4.0570881784392405,0.7690331893436442,5.0,-0.9429106348187484,0.07901110772965263,0.010572204758617318
2025-03-06,5.827811287558837,0.12696129193103817,1.0397865615765287,-0.8572242471983124,0.0012750468706603135,2.934226688529093e-05
2025-03-07,3.198350354914687,0.3582521010633104,2.249280117356852,-0.9061470271036849,0.01558226486010519,0.003658850168398552
2025-03-10,2.5664800680067548,0.010000000000000004,0.224846244423296,-0.9899999999999999,0.027130843326614414,0.005641808950472511
2025-03-11,3.489252349839526,0.09960092210197091,0.7289158800964654,-0.8237108149831953,0.0239937926743674,2.388615399391698e-05
2025-03-12,2.8327230518122257,0.010000000000000004,0.3519932421659351,-0.8969879985079389,0.029548606601017675,0.0006705240039441674
2025-03-13,6.239105925701544,0.05430601108496161,0.23384267868708414,-0.99,0.009263513967809967,0.004596073179001458
2025-03-14,3.0298394441682586,0.4078516862081883,2.362581055175713,-0.8886943665606851,0.014107755236549497,0.003754070968079201
2025-03-17,10.0,0.11534637466226152,2.509378422513487,-0.8503574297386522,0.012371644878358314,0.002388334752753143
2025-03-18,5.136465175150006,0.08147780905051534,0.44020773771329713,-0.8971820614992826,0.001002333000121059,0.0004349611357630576
2025-03-19,10.0,0.09618945540024643,2.5147608403852426,-0.8556170511001476,0.03520855651009231,0.0035200018370742407
2025-03-20,5.031475606307151,0.1332685329939152,1.5256006110610116,-0.847749340843091,0.01389624284878557,0.0022850525079777815
2025-03-21,10.0,0.09105773104842349,2.396526007850158,-0.8798072247615077,0.040824448290479265,0.005420820133790474
2025-03-24,3.9900341893327096,0.04188070259471327,0.09903250483251953,-0.99,0.002225070516355648,0.01663769526519323
2025-03-25,2.150982095674669,0.15305497848559563,0.8161931175878163,-0.7300941755904073,0.001,5.0635477896617555e-05
2025-03-26,3.685891341405376,0.11260451880727389,1.155339726325879,-0.7618970369615865,0.002195406363685072,0.0003500678030656524
2025-03-27,5.342532429176763,0.096805915289468,1.4760251407134917,-0.811794749317122,0.013047436844172146,0.0020981383650756297
2025-03-28,5.033658551288567,0.1211876861674361,1.4425195985349104,-0.8323838670826325,0.007613872547427561,0.0016049599754130348
2025-03-31,10.0,0.17668044095576688,3.10688196324153,-0.8875114479374699,0.004619804759502471,0.0033398784685833
2025-04-01,10.0,0.12296440219223886,2.6016693333123793,-0.8653838457907185,0.008683731742146714,0.0018057991687135512
2025-04-02,10.0,0.2091235334507233,4.820877668456935,-0.91723114883122,0.058791374476442046,0.00528802346742752
2025-04-03,3.729086663033022,0.01,0.19516519823568992,-0.99,0.027402874312679886,0.01023175263791699
2025-04-04,1.860447805203983,0.01,0.5471233276797488,0.9899999999999043,0.032081622586155906,0.12103032308928689
2025-04-07,0.10000000000001512,0.010000000000000085,5.0,-0.9494870739457617,0.5717518379393028,0.014570956020146542
2025-04-08,4.796921730009773,0.010000000000000009,0.09012524239044342,0.99,0.031182422728050795,0.08610690960144293
2025-04-09,0.1,0.010000000000002137,5.0,-0.9899999999999994,0.9208032926689885,0.09852680662082156
2025-04-10,1.9693780923407875,0.11360231497545745,0.963508672327155,-0.99,0.07491114821744782,0.0003247975753086543
2025-04-11,0.1,0.015016299742551894,5.0,-0.924346296320151,0.35123189501752206,0.005127551316921354
2025-04-14,2.4658645350743322,0.010000000000000089,0.5889983869206097,-0.7867737972830102,0.034285475094749995,0.004471039013916735
2025-04-15,2.522861497766367,0.36432262341106836,1.674946397484994,-0.8164481314660665,0.001,0.0006923382356805853
2025-04-16,1.9006190813542134,0.35204920753788904,0.6723933809755209,-0.7701127172003769,0.0010141865858243,0.003248000678899238
2025-04-17,2.098291291679207,0.4973822167730339,1.4687416803258002,-0.8205007495004126,0.0010123710257812799,2.7096337530478457e-05
2025-04-21,1.9974922394264456,0.01,0.19517510797843396,-0.99,0.04307622328565139,0.00778525152298647
2025-04-22,1.328432636861332,1.0,2.614649670682485,-0.8660510211184479,0.059065144065253976,0.0015096973680503963
2025-04-23,3.449871652715397,0.1439815403481534,0.8390372221250738,-0.634953772547658,0.012126483869618392,0.0037298648486860262
2025-04-24,4.702865654167628,0.15365049882491494,5.0,-0.9134844290163162,0.2466923822041831,0.009406149363071672
2025-04-25,3.3443757070200637,0.3083327852948301,2.149482862659811,-0.8587857213131727,0.024924535350609147,0.002717889594325956
2025-04-28,2.4361107289176664,0.376112222477607,1.5716272374333775,-0.7619611252327055,0.001,0.0003111218458328722
2025-04-29,10.0,0.14263575575478227,3.3650980956660237,-0.8656659162259482,0.045431214981031615,0.0013649786817779275
2025-04-30,8.332927432392697,0.30528729640864344,5.0,-0.9038005819301812,0.03596955835233262,0.00259398861841247
2025-05-01,3.5813627743736154,0.11366679694329401,0.9374109513843765,-0.6527845132335554,0.007674920005490894,0.003181347307530051
2025-05-02,3.8686851124810655,0.2779501353582876,2.4350800696477157,-0.8326699027595487,0.001,0.0011107525335788966
2025-05-05,3.2198757307573778,0.28825231953970404,1.8100283019743746,-0.8024272124154667,0.001,0.00040277905846484893
2025-05-06,2.9434291020416876,0.20241099001384633,1.50489191611743,-0.8073650339041046,0.017726702675013542,0.00025206851218959113
2025-05-07,3.946592406198655,0.22070636613715877,1.8456083617686547,-0.8083719311550616,0.0010013474158331104,0.00028807150531229915
2025-05-08,4.662906469395173,0.1617795140617134,1.609000600736406,-0.7843247047270673,0.0014056064753238317,0.00020507895644142248
2025-05-09,3.5282060702532556,0.13358007566279648,0.8608518308715863,-0.7229922321596377,0.002387716281530728,0.0003409551572991974
2025-05-12,10.0,0.039447857383564856,1.808291527963173,-0.7433898093844411,0.030487557116238698,0.0014544614776709434
2025-05-13,4.75867259468946,0.07355542986493877,1.7127640500843335,-0.7697515327931752,0.02839082319187516,0.0038506424692343654
2025-05-14,8.459751037599396,0.02641114751042474,1.1023259608535174,-0.6044938983082496,0.02132724440930356,0.0007716307126013281
2025-05-15,10.0,0.023696472785372274,2.089576803445296,-0.8042128247086607,0.06570441267884347,0.007602297304560376
2025-05-16,10.0,0.026632519632737384,1.5878024506467097,-0.7541219124231766,0.03772121577940656,0.0051044570603517025
2025-05-19,10.0,0.048322289485266574,2.592939032931651,-0.8530059395924366,0.07230289448128469,0.010727470263600825
2025-05-20,6.212933822621485,0.045588461741505056,0.9306084756801902,-0.6649174990992864,0.009121985379044878,0.0009419922835926404
2025-05-21,5.03649828212409,0.026321990917486646,0.09902746344885548,-0.5779931896995331,0.005843509269756332,0.005420783976368421
2025-05-22,10.0,0.04758326742824513,1.4298066343720415,-0.75697923019885,0.017603552908203094,0.0013053966349281154
2025-05-23,10.0,0.09865445058042728,2.397303910354471,-0.8174144223352908,0.013699017269859297,0.002175203062154385
2025-05-27,10.0,0.1845175355491644,4.708365157579771,-0.8812275933749707,0.04765562644070429,0.007003002200454366
2025-05-28,3.6677838770638838,0.021380296432785308,0.2842198082774742,-0.36796992299495096,0.008704867281044894,0.001959050349131187
2025-05-29,2.0282482943512194,0.17559295151411677,0.2129421144449823,-0.6431403695779434,0.0025716850342329144,0.0030337268009980926
2025-05-30,2.516682615660384,0.15116828187158554,0.9525056978792714,-0.7385734948397031,0.0010018484917299559,0.0011284515614044311
2025-06-02,10.0,0.27094845367501424,4.970274060132986,-0.9191104456551716,0.05315160572165414,0.014439034106881653
2025-06-03,10.0,0.031158360602647366,1.4480880232599052,-0.7752199713107392,0.026794674458091017,0.006758418182062628
2025-06-04,3.685690787900256,0.048052213539965916,0.5018886924262091,-0.5668278411916234,0.005460985327495102,6.101243517870762e-05
2025-06-05,10.0,0.010000000000000002,0.042109810578707114,0.20084995536605035,0.006575112776566521,0.005586022926874382
2025-06-06,2.5205915867159434,0.35696163443543727,2.9550392210660132,-0.6309894364036102,0.001,0.000998020618699195
2025-06-09,6.060948973517213,0.029914974815236996,0.54393999752819,-0.5704107266656974,0.006591245459357235,0.00021834998246666402
2025-06-10,10.0,0.042902635134885896,1.1710624971851604,-0.7047156393332591,0.0036618686436342505,0.0028608793766829194
2025-06-11,10.0,0.018654695789033518,0.089160168212014,-0.99,0.001,0.00207857830709395
2025-06-12,3.689128290699123,0.12102740165197469,1.5719110477705072,-0.7979270908664491,0.008939958981312498,0.0014995110266965057
2025-06-13,4.799358349830934,0.01000000000000004,0.4339251494943951,-0.631865393072576,0.015865854119010845,0.00041845150657392964
2025-06-16,2.0756459014025403,0.6856654948153367,4.133736973779979,-0.7986161338336819,0.0012285267011112148,0.002486290421210631
2025-06-17,3.9271239835211063,0.01,0.379633699500132,-0.6025381081902752,0.015408091298921903,0.0014876223679964027
2025-06-18,2.7215874115388754,0.1179095239054612,0.8664880948292752,-0.7112250970191291,0.001,5.5542189804812104e-05
2025-06-20,2.389375187187927,0.03628548395097194,0.2350069650885693,-0.5482276836000174,0.006904223913610695,0.004883193063462121
2025-06-23,10.0,0.12963625548775495,3.553678471147568,-0.8849861656654646,0.02868275925781662,0.005140399086899773
2025-06-24,4.996682617454569,0.07320152592695556,1.1521973458099417,-0.7757191295877524,0.005061799628581937,0.003809264858256327
2025-06-25,4.018673870534648,0.06750325393611527,0.14141386477065931,-0.99,0.001,0.0018386171006149715
2025-06-26,7.378881374690667,0.052564905527708705,1.5713751943998522,-0.7279076658673186,0.00977516419201842,0.001700092959150078
2025-06-27,3.336680930463487,0.10470953172327464,1.187998013151038,-0.6922021227718126,0.001348498613377943,0.0008388058264904871
2025-06-30,4.341418384899756,0.02033919167227239,0.48760869843063415,-0.5872572971878696,0.011733007938086919,0.0005237537841843946
2025-07-01,10.0,0.029123319210617095,0.825392883166187,-0.661764732604771,0.006316671837960525,0.0007833809903377937
2025-07-02,7.004713138103803,0.05876364021762362,1.6405504639439916,-0.7313681706147447,0.010401757282528066,0.0014635447685872566
2025-07-03,6.418530719890792,0.064619015118117,1.4486623499328084,-0.7196468668525939,0.005733617591880244,0.0016933535059613686
2025-07-07,2.5226620878703514,0.010000000000000009,0.06373505449789883,-0.5183519003235042,0.009028098944808778,0.006644023190008485
2025-07-08,1.798943570709482,0.037883292595866945,0.36416099022110665,-0.5634333638519294,0.009341906050380214,0.00020606092737193956
2025-07-09,3.528390795818551,0.07457910161826757,0.7676967682287427,-0.65761153501727,0.002621435858112489,0.001303515241378441
2025-07-10,2.2934854967363605,0.13335054987063494,1.0701684672013538,-0.6412873400036843,0.0010441133628895018,0.0006351840457117034
2025-07-11,3.048190247324016,0.05044226577016126,0.5628069838710628,-0.6552663629715332,0.007714717663652699,0.0008528670486979347
2025-07-14,3.5639649697589206,0.15689966770561783,1.1761560502016737,-0.7312701967580278,0.001,0.0012784870640165568
2025-07-15,0.5400105585928645,0.01,0.03709284754669333,0.99,0.0062094377285955285,0.026926869476447027
2025-07-16,3.386578743103043,0.07524192985956386,0.698905486994262,-0.6299358153758092,0.002093831182321968,0.00046521992759255345
2025-07-17,1.3820049085974513,0.20015636151040325,1.02775562434051,-0.7868646942806224,0.009606577417078821,0.007942536418795372
2025-07-18,3.4209749764133117,0.03399039694025018,0.24740940460148705,-0.43764752746829394,0.0037352994732042333,0.001276217026405923
2025-07-21,7.272280326069939,0.04668115957825325,0.944465193506335,-0.6185706935364551,0.0013057590823743036,8.476122430377172e-05
